AcademicYear,Stu_deID,School_deID,GradeLevel,DOB,TestAge,StudentGender,StudentEthnicity,Special_Education,Homeless,SocioEconomically,TestDayName,TestDate,OverallScore,OverallLevel,ExpectedAttendanceDays,DaysAttended,AttendedPct,EnrolledPct,GradeEnrolledPct,GradeAttendedPct,TeacherGender,TeacherTotalYearsOfService,TeacherEthnicity
2019-2020,1938,3,5,2009-05-11,10.839373840667502,F,Hispanic,N,N,Y,Friday,2020-03-13,1564,4,180.0,177.0,0.9833333333333333,1.0,5.999999,5.983333333333333,F,6,White
2019-2020,3279,7,0,2013-09-13,,M,Hispanic,N,N,Y,,,0,0,180.0,176.0,0.9777777777777777,1.0,0.999999,0.9777777777777777,F,27,Hispanic
2019-2020,1940,3,2,2012-08-27,7.5374579902393615,M,Hispanic,Y,N,Y,Wednesday,2020-03-11,1395,1,180.0,171.0,0.95,1.0,2.999999,2.95,F,23,Hispanic
2019-2020,1941,8,1,2012-11-13,,F,Hispanic,N,N,N,,,0,0,180.0,174.0,0.9666666666666667,1.0,1.9999989999999999,1.9666666666666668,M,28,White
2019-2020,1942,3,3,2011-06-18,8.709282189230443,F,Hispanic,N,N,Y,Tuesday,2020-03-03,1438,1,180.0,180.0,1.0,1.0,3.999999,3.999999,F,35,Hispanic
2019-2020,1944,2,3,2011-07-12,8.670951491132604,F,Hispanic,N,N,Y,Friday,2020-03-13,1423,1,180.0,175.0,0.9722222222222222,1.0,3.999999,3.9722222222222223,F,17,White
2019-2020,3280,5,1,2013-08-02,,F,Hispanic,N,N,Y,,,0,0,180.0,166.0,0.9222222222222223,1.0,1.9999989999999999,1.9222222222222223,F,19,Hispanic
2019-2020,1945,3,2,2011-09-26,8.462870558601477,F,Hispanic,N,N,N,Friday,2020-03-13,1459,2,180.0,174.0,0.9666666666666667,1.0,2.999999,2.966666666666667,F,21,Hispanic
2019-2020,3281,3,2,2012-03-24,7.967309390336557,F,Hispanic,N,N,Y,Thursday,2020-03-12,1398,1,180.0,178.0,0.9888888888888889,1.0,2.999999,2.988888888888889,F,21,Hispanic
2019-2020,1948,2,6,2007-10-17,12.405456648664929,F,Hispanic,N,N,Y,Friday,2020-03-13,1454,1,180.0,175.0,0.9722222222222222,1.0,6.999999,6.972222222222222,F,10,Hispanic
2019-2020,3282,8,1,2013-06-14,,M,Hispanic,N,N,N,,,0,0,180.0,173.0,0.9611111111111111,1.0,1.9999989999999999,1.9611111111111112,F,13,Hispanic
2019-2020,1950,9,4,2009-10-06,10.412260347577295,F,Hispanic,N,N,Y,Thursday,2020-03-05,1494,2,180.0,172.0,0.9555555555555556,1.0,4.999999,4.955555555555556,F,8,Filipino
2019-2020,1951,5,2,2012-06-16,7.657925898546856,M,Hispanic,N,N,Y,Wednesday,2020-02-12,1439,2,180.0,173.0,0.9611111111111111,1.0,2.999999,2.9611111111111112,F,18,White
2019-2020,1952,6,2,2012-01-16,,M,Hispanic,N,N,Y,,,0,0,180.0,180.0,1.0,1.0,2.999999,2.999999,F,4,Hispanic
2019-2020,1953,4,4,2010-08-21,9.552557547382904,M,Hispanic,N,N,Y,Tuesday,2020-03-10,1484,2,180.0,172.0,0.9555555555555556,1.0,4.999999,4.955555555555556,F,12,Hispanic
2019-2020,3841,2,0,2014-01-01,6.100056811570395,M,Hispanic,N,N,N,Friday,2020-02-07,1435,3,180.0,175.0,0.9722222222222222,1.0,0.999999,0.9722222222222222,F,22,Hispanic
2019-2020,1955,4,3,2011-07-15,8.657261956097662,F,Hispanic,N,N,Y,Wednesday,2020-03-11,1407,1,180.0,176.0,0.9777777777777777,1.0,3.999999,3.977777777777778,F,21,Hispanic
2019-2020,3842,2,0,2014-01-13,,M,Hispanic,Y,N,Y,,,0,0,180.0,177.0,0.9833333333333333,1.0,0.999999,0.9833333333333333,F,10,Filipino
2019-2020,1956,7,5,2008-06-06,11.764786409029618,M,Hispanic,N,N,Y,Thursday,2020-03-12,1460,1,180.0,179.0,0.9944444444444445,1.0,5.999999,5.9944444444444445,F,18,Hispanic
2019-2020,3283,1,1,2012-10-25,,M,Hispanic,N,N,Y,,,0,0,180.0,169.0,0.9388888888888889,1.0,1.9999989999999999,1.9388888888888889,F,11,Hispanic
2019-2020,1959,0,3,2010-05-22,,F,Hispanic,N,N,Y,,,0,0,180.0,180.0,1.0,1.0,3.999999,3.999999,F,18,White
2019-2020,1962,2,4,2010-07-19,,M,Hispanic,Y,N,Y,,,0,0,180.0,172.0,0.9555555555555556,1.0,4.999999,4.955555555555556,M,14,Hispanic
2019-2020,1963,6,6,2008-05-28,11.792165479099502,M,Hispanic,N,N,Y,Friday,2020-03-13,1458,1,180.0,180.0,1.0,1.0,6.999999,6.999999,F,24,Hispanic
2019-2020,3843,8,0,2014-01-28,,F,Hispanic,N,N,Y,,,0,0,180.0,176.0,0.9777777777777777,1.0,0.999999,0.9777777777777777,F,24,Hispanic
2019-2020,3844,2,0,2014-07-21,5.546999596158717,M,Hispanic,N,Y,Y,Thursday,2020-02-06,1387,2,180.0,178.0,0.9888888888888889,1.0,0.999999,0.9888888888888889,F,10,Filipino
2019-2020,1966,8,3,2011-07-26,,M,Filipino,N,N,N,,,0,0,180.0,177.0,0.9833333333333333,1.0,3.999999,3.9833333333333334,F,21,White
2019-2020,3845,0,0,2013-12-04,,F,Hispanic,N,N,Y,,,0,0,180.0,177.0,0.9833333333333333,1.0,0.999999,0.9833333333333333,F,7,White
2019-2020,3285,7,1,2013-01-20,,F,Hispanic,N,N,Y,,,0,0,180.0,175.0,0.9722222222222222,1.0,1.9999989999999999,1.9722222222222223,F,37,Hispanic
2019-2020,1970,3,2,2012-07-29,7.611381479428052,F,Hispanic,N,N,Y,Monday,2020-03-09,1552,4,180.0,179.0,0.9944444444444445,1.0,2.999999,2.9944444444444445,F,2,Hispanic
2019-2020,1971,7,6,2007-12-15,12.243920135252607,F,Hispanic,N,N,Y,Friday,2020-03-13,1433,1,180.0,172.0,0.9555555555555556,1.0,6.999999,6.955555555555556,M,17,Hispanic
2019-2020,1973,7,3,2010-09-14,9.489585686222167,M,Hispanic,N,N,Y,Wednesday,2020-03-11,1417,1,180.0,180.0,1.0,1.0,3.999999,3.999999,F,13,Hispanic
2019-2020,3847,6,0,2014-04-08,,F,Hispanic,N,N,Y,,,0,0,180.0,178.0,0.9888888888888889,1.0,0.999999,0.9888888888888889,M,22,Hispanic
2019-2020,1974,1,3,2011-08-02,8.607979629971869,F,Hispanic,N,N,N,Wednesday,2020-03-11,1474,2,180.0,177.0,0.9833333333333333,1.0,3.999999,3.9833333333333334,F,15,Hispanic
2019-2020,3848,0,0,2013-12-22,,F,Filipino,N,N,Y,,,0,0,180.0,178.0,0.9888888888888889,1.0,0.999999,0.9888888888888889,F,32,White
2019-2020,1981,1,4,2009-08-15,10.576534767996606,F,Hispanic,N,N,Y,Friday,2020-03-13,1518,3,180.0,176.0,0.9777777777777777,1.0,4.999999,4.977777777777778,F,20,Black/African Am
2019-2020,3849,9,0,2014-06-02,,M,Filipino,N,N,Y,,,0,0,180.0,175.0,0.9722222222222222,1.0,0.999999,0.9722222222222222,F,13,Hispanic
2019-2020,1984,6,3,2011-08-31,8.528580326769202,F,Hispanic,N,N,Y,Wednesday,2020-03-11,1456,2,180.0,179.0,0.9944444444444445,1.0,3.999999,3.9944444444444445,F,20,Hispanic
2019-2020,1986,9,2,2012-05-17,7.772917992840373,M,Hispanic,N,N,Y,Monday,2020-02-24,1478,3,180.0,174.0,0.9666666666666667,1.0,2.999999,2.966666666666667,F,24,White
2019-2020,1987,2,3,2010-10-20,9.391021033970581,M,Hispanic,Y,N,Y,Wednesday,2020-03-11,1396,1,180.0,162.0,0.9,1.0,3.999999,3.9,F,2,White
2019-2020,1988,3,3,2010-10-22,9.363641963900696,M,Hispanic,N,N,Y,Tuesday,2020-03-03,1423,1,180.0,173.0,0.9611111111111111,1.0,3.999999,3.9611111111111112,F,36,White
2019-2020,1989,5,2,2012-03-28,7.8769584591059365,M,Hispanic,N,N,Y,Wednesday,2020-02-12,1467,2,180.0,155.0,0.8611111111111112,1.0,2.999999,2.861111111111111,F,18,White
2019-2020,1990,9,3,2011-08-23,8.534056140783179,F,Hispanic,Y,N,Y,Thursday,2020-03-05,1477,2,180.0,174.0,0.9666666666666667,1.0,3.999999,3.966666666666667,F,23,White
2019-2020,1991,3,2,2012-03-27,7.959095669315592,M,Hispanic,N,N,Y,Thursday,2020-03-12,1458,2,180.0,173.0,0.9611111111111111,1.0,2.999999,2.9611111111111112,F,14,White
2019-2020,1994,5,1,2012-10-16,,M,Hispanic,N,N,Y,,,0,0,180.0,180.0,1.0,1.0,1.9999989999999999,1.9999989999999999,F,23,White
2019-2020,1995,9,2,2012-06-24,,F,Hispanic,N,N,N,,,0,0,180.0,179.0,0.9944444444444445,1.0,2.999999,2.9944444444444445,F,28,Hispanic
2019-2020,1998,9,4,2010-03-05,10.001574296529018,M,Hispanic,Y,Y,Y,Thursday,2020-03-05,1410,1,180.0,178.0,0.9888888888888889,1.0,4.999999,4.988888888888889,F,13,Hispanic
2019-2020,3851,7,0,2014-01-19,,F,Hispanic,N,N,Y,,,0,0,180.0,169.0,0.9388888888888889,1.0,0.999999,0.9388888888888889,F,5,Hispanic
2019-2020,2001,3,6,2008-02-28,11.978343155574722,M,Hispanic,Y,N,Y,Thursday,2020-02-20,1436,1,180.0,180.0,1.0,1.0,6.999999,6.999999,F,28,White
2019-2020,2002,9,3,2011-02-28,9.015927774013155,M,Asian,N,N,Y,Thursday,2020-03-05,1537,4,180.0,179.0,0.9944444444444445,1.0,3.999999,3.9944444444444445,F,23,White
2019-2020,3852,5,3,2010-10-28,9.369117777914672,M,Filipino,N,N,Y,Wednesday,2020-03-11,1457,2,150.0,144.0,0.96,0.8333333333333334,3.8333333333333335,3.96,M,24,Filipino
2019-2020,2004,3,2,2011-12-27,8.20003148593058,M,Hispanic,N,N,Y,Monday,2020-03-09,1443,2,180.0,176.0,0.9777777777777777,1.0,2.999999,2.977777777777778,F,2,Hispanic
2019-2020,2005,1,4,2010-08-13,9.5771987104458,M,Hispanic,N,N,Y,Wednesday,2020-03-11,1454,1,180.0,178.0,0.9888888888888889,1.0,4.999999,4.988888888888889,F,20,Black/African Am
2019-2020,2006,0,2,2012-08-14,7.5593612462952695,F,Hispanic,N,N,Y,Friday,2020-03-06,1414,1,180.0,176.0,0.9777777777777777,1.0,2.999999,2.977777777777778,F,22,Hispanic
2019-2020,2007,3,5,2009-04-18,10.872228724751364,F,Hispanic,N,N,Y,Monday,2020-03-02,1430,1,180.0,176.0,0.9777777777777777,1.0,5.999999,5.977777777777778,F,6,White
2019-2020,2008,7,3,2010-12-17,9.232222427565247,F,Hispanic,N,N,Y,Wednesday,2020-03-11,1425,1,180.0,177.0,0.9833333333333333,1.0,3.999999,3.9833333333333334,F,19,White
2019-2020,3853,1,0,2014-01-25,,F,Hispanic,N,N,Y,,,0,0,180.0,173.0,0.9611111111111111,1.0,0.999999,0.9611111111111111,F,11,Hispanic
2019-2020,2012,2,1,2012-09-02,7.427941709959821,M,Hispanic,Y,Y,Y,Thursday,2020-02-06,1477,3,177.0,177.0,1.0,0.9833333333333333,1.9833333333333334,1.9999989999999999,F,1,White
2019-2020,3854,0,3,2010-07-15,,F,Hispanic,N,N,Y,,,0,0,174.0,161.0,0.9252873563218391,0.9666666666666667,3.966666666666667,3.925287356321839,F,13,Hispanic
2019-2020,2013,6,3,2011-07-05,8.684641026167546,F,Hispanic,N,N,Y,Wednesday,2020-03-11,1457,2,180.0,179.0,0.9944444444444445,1.0,3.999999,3.9944444444444445,F,20,Hispanic
2019-2020,2015,7,2,2012-07-15,,F,Hispanic,N,N,Y,,,0,0,180.0,177.0,0.9833333333333333,1.0,2.999999,2.9833333333333334,F,24,Hispanic
2019-2020,3855,4,0,2014-05-23,,F,Hispanic,N,N,N,,,0,0,180.0,172.0,0.9555555555555556,1.0,0.999999,0.9555555555555556,F,18,Hispanic
2019-2020,3287,6,0,2013-10-11,,M,Hispanic,N,N,Y,,,0,0,180.0,179.0,0.9944444444444445,1.0,0.999999,0.9944444444444445,F,12,Hispanic
2019-2020,2176,7,2,2012-04-03,,M,Hispanic,N,N,Y,,,0,0,180.0,172.0,0.9555555555555556,1.0,2.999999,2.9555555555555557,F,24,Hispanic
2019-2020,2016,6,6,2008-08-26,11.545753848470536,M,Hispanic,N,N,Y,Friday,2020-03-13,1455,1,180.0,176.0,0.9777777777777777,1.0,6.999999,6.977777777777778,F,24,Hispanic
2019-2020,2017,8,5,2009-07-31,10.614865466094445,F,Hispanic,N,N,Y,Thursday,2020-03-12,1459,1,180.0,170.0,0.9444444444444444,1.0,5.999999,5.944444444444445,F,6,White
2019-2020,2018,1,6,2007-12-04,12.268561298315502,F,Hispanic,N,N,Y,Wednesday,2020-03-11,1511,2,180.0,169.0,0.9388888888888889,1.0,6.999999,6.938888888888889,F,7,Asian
2019-2020,3288,5,0,2013-09-20,6.3902749543111765,M,Filipino,N,N,Y,Monday,2020-02-10,1468,3,180.0,177.0,0.9833333333333333,1.0,0.999999,0.9833333333333333,F,36,Hispanic
2019-2020,2019,9,2,2012-04-22,,M,Hispanic,Y,N,Y,,,0,0,180.0,179.0,0.9944444444444445,1.0,2.999999,2.9944444444444445,F,3,Hispanic
2019-2020,2023,1,4,2009-12-02,10.272627090220881,F,Hispanic,N,N,N,Wednesday,2020-03-11,1518,3,180.0,178.0,0.9888888888888889,1.0,4.999999,4.988888888888889,M,15,Hispanic
2019-2020,2025,2,3,2011-04-26,,M,Hispanic,N,N,Y,,,0,0,180.0,176.0,0.9777777777777777,1.0,3.999999,3.977777777777778,F,34,White
2019-2020,3856,1,0,2013-10-26,,M,Hispanic,N,N,Y,,,0,0,180.0,178.0,0.9888888888888889,1.0,0.999999,0.9888888888888889,F,10,Hispanic
2019-2020,3857,2,0,2014-09-20,5.3799872687324175,F,Hispanic,N,N,Y,Thursday,2020-02-06,1370,1,180.0,162.0,0.9,1.0,0.999999,0.9,F,10,Filipino
2019-2020,3289,3,1,2013-06-17,,M,Hispanic,N,N,Y,,,0,0,155.0,145.0,0.9354838709677419,0.8611111111111112,1.8611111111111112,1.935483870967742,F,14,White
2019-2020,2027,0,2,2011-09-09,,M,Hispanic,Y,N,Y,,,0,0,180.0,168.0,0.9333333333333333,1.0,2.999999,2.9333333333333336,M,5,Hispanic
2019-2020,2028,0,2,2012-04-14,7.893385901147868,M,Hispanic,N,N,Y,Friday,2020-03-06,1486,3,180.0,180.0,1.0,1.0,2.999999,2.999999,F,22,Hispanic
2019-2020,2029,6,5,2009-07-01,10.699740583311089,F,Hispanic,N,N,Y,Friday,2020-03-13,1454,1,180.0,179.0,0.9944444444444445,1.0,5.999999,5.9944444444444445,F,19,Hispanic
2019-2020,3290,7,2,2012-04-15,,M,Hispanic,N,N,Y,,,0,0,180.0,178.0,0.9888888888888889,1.0,2.999999,2.988888888888889,F,24,Hispanic
2019-2020,3291,3,1,2013-02-14,,F,Hispanic,N,N,Y,,,0,0,180.0,180.0,1.0,1.0,1.9999989999999999,1.9999989999999999,F,14,White
2019-2020,3292,9,4,2009-09-10,10.483445929758997,F,Filipino,N,N,N,Thursday,2020-03-05,1523,3,180.0,177.0,0.9833333333333333,1.0,4.999999,4.983333333333333,F,8,Filipino
2019-2020,2032,7,3,2011-02-26,9.037831030069064,M,Hispanic,N,N,Y,Wednesday,2020-03-11,1450,2,180.0,172.0,0.9555555555555556,1.0,3.999999,3.9555555555555557,F,19,White
2019-2020,2035,3,6,2008-08-23,11.548491755477524,F,Hispanic,N,N,Y,Wednesday,2020-03-11,1541,3,180.0,179.0,0.9944444444444445,1.0,6.999999,6.9944444444444445,F,19,Hispanic
2019-2020,2036,7,4,2010-07-03,9.68671499072534,F,Hispanic,Y,N,N,Tuesday,2020-03-10,1442,1,180.0,169.0,0.9388888888888889,1.0,4.999999,4.938888888888889,F,28,Hispanic
2019-2020,2038,9,1,2012-09-06,,M,Hispanic,Y,N,Y,,,0,0,180.0,169.0,0.9388888888888889,1.0,1.9999989999999999,1.9388888888888889,F,3,Hispanic
2019-2020,3293,2,6,2008-01-10,12.172734553070905,F,Hispanic,N,Y,Y,Friday,2020-03-13,1525,3,176.0,157.0,0.8920454545454546,0.9777777777777777,6.977777777777778,6.892045454545455,F,10,Hispanic
2019-2020,2041,7,3,2011-03-20,8.977597075915316,M,Hispanic,N,N,Y,Wednesday,2020-03-11,1465,2,169.0,167.0,0.9881656804733728,0.9388888888888889,3.938888888888889,3.9881656804733727,F,13,Hispanic
2019-2020,3294,2,0,2013-11-13,6.234214254912832,M,Hispanic,N,N,Y,Friday,2020-02-07,1464,3,180.0,178.0,0.9888888888888889,1.0,0.999999,0.9888888888888889,F,22,Hispanic
2019-2020,3858,3,0,2014-11-05,,F,Hispanic,Y,N,Y,,,0,0,180.0,174.0,0.9666666666666667,1.0,0.999999,0.9666666666666667,F,1,Asian
2019-2020,3295,4,1,2013-01-01,,M,White,N,N,Y,,,0,0,180.0,174.0,0.9666666666666667,1.0,1.9999989999999999,1.9666666666666668,F,12,Hispanic
2019-2020,2042,0,5,2009-06-30,,M,Hispanic,N,N,Y,,,0,0,180.0,180.0,1.0,1.0,5.999999,5.999999,M,28,Hispanic
2019-2020,3296,8,1,2013-08-14,,F,Hispanic,N,N,Y,,,0,0,180.0,170.0,0.9444444444444444,1.0,1.9999989999999999,1.9444444444444444,F,13,Hispanic
2019-2020,2045,5,6,2008-09-06,11.507423150372698,M,Hispanic,N,N,Y,Tuesday,2020-03-10,1425,1,180.0,178.0,0.9888888888888889,1.0,6.999999,6.988888888888889,F,19,White
2019-2020,2047,0,3,2011-06-02,,M,Hispanic,N,N,Y,,,0,0,180.0,171.0,0.95,1.0,3.999999,3.95,F,13,Hispanic
2019-2020,2048,3,5,2009-01-28,11.096737099324422,M,Hispanic,N,N,Y,Wednesday,2020-03-04,1432,1,180.0,171.0,0.95,1.0,5.999999,5.95,F,20,Hispanic
2019-2020,2049,0,6,2007-10-06,12.413670369685894,M,Filipino,N,Y,Y,Thursday,2020-03-05,1301,1,180.0,177.0,0.9833333333333333,1.0,6.999999,6.983333333333333,M,20,White
2019-2020,2050,0,4,2009-09-05,,F,Hispanic,N,N,Y,,,0,0,180.0,170.0,0.9444444444444444,1.0,4.999999,4.944444444444445,F,28,Hispanic
2019-2020,2051,1,4,2010-03-10,10.004312203536006,M,Hispanic,N,N,Y,Wednesday,2020-03-11,1485,2,180.0,177.0,0.9833333333333333,1.0,4.999999,4.983333333333333,M,15,Hispanic
2019-2020,2054,1,5,2009-08-07,10.598438024052513,M,Hispanic,Y,N,Y,Friday,2020-03-13,1418,1,180.0,168.0,0.9333333333333333,1.0,5.999999,5.933333333333334,F,4,Hispanic
2019-2020,2055,0,5,2009-03-16,,M,Hispanic,Y,N,Y,,,0,0,180.0,163.0,0.9055555555555556,1.0,5.999999,5.905555555555556,F,33,White
2019-2020,3860,8,0,2014-01-08,,M,Hispanic,N,N,Y,,,0,0,180.0,172.0,0.9555555555555556,1.0,0.999999,0.9555555555555556,F,24,Hispanic
2019-2020,3298,2,1,2013-06-22,6.628472863919177,F,Hispanic,N,N,Y,Friday,2020-02-07,1410,1,180.0,175.0,0.9722222222222222,1.0,1.9999989999999999,1.9722222222222223,F,1,White
2019-2020,2059,8,2,2011-10-25,8.325975208252052,F,Hispanic,N,N,Y,Friday,2020-02-21,1462,2,180.0,175.0,0.9722222222222222,1.0,2.999999,2.9722222222222223,F,2,Hispanic
2019-2020,3861,7,0,2013-12-29,,M,Hispanic,N,N,Y,,,0,0,180.0,170.0,0.9444444444444444,1.0,0.999999,0.9444444444444444,F,18,Hispanic
2019-2020,2062,1,3,2010-09-16,9.464944523159271,M,Hispanic,N,N,Y,Wednesday,2020-03-04,1453,2,180.0,144.0,0.8,1.0,3.999999,3.8,F,16,White
2019-2020,3862,5,0,2013-09-11,,F,Hispanic,N,N,N,,,0,0,180.0,159.0,0.8833333333333333,1.0,0.999999,0.8833333333333333,F,10,White
2019-2020,2064,1,5,2009-07-14,10.658671978206261,F,Hispanic,N,N,N,Wednesday,2020-03-11,1460,1,180.0,165.0,0.9166666666666666,1.0,5.999999,5.916666666666667,F,19,Asian
2019-2020,3863,4,0,2014-09-14,,M,Hispanic,N,N,Y,,,0,0,180.0,178.0,0.9888888888888889,1.0,0.999999,0.9888888888888889,F,20,Hispanic
2019-2020,3299,4,1,2012-11-07,,M,Hispanic,N,N,Y,,,0,0,180.0,169.0,0.9388888888888889,1.0,1.9999989999999999,1.9388888888888889,F,18,Hispanic
2019-2020,3300,5,1,2013-03-25,,M,Hispanic,N,N,Y,,,0,0,180.0,174.0,0.9666666666666667,1.0,1.9999989999999999,1.9666666666666668,F,23,White
2019-2020,3864,8,0,2014-08-15,,F,Hispanic,N,N,Y,,,0,0,180.0,170.0,0.9444444444444444,1.0,0.999999,0.9444444444444444,F,1,White
2019-2020,2069,5,2,2012-06-08,7.677091247595776,M,Filipino,N,N,N,Tuesday,2020-02-11,1425,2,180.0,172.0,0.9555555555555556,1.0,2.999999,2.9555555555555557,F,14,Hispanic
2019-2020,2070,2,2,2011-11-18,,F,Hispanic,N,N,Y,,,0,0,180.0,169.0,0.9388888888888889,1.0,2.999999,2.938888888888889,F,18,Hispanic
2019-2020,2071,4,5,2008-11-07,11.337672915939411,F,Hispanic,N,N,Y,Tuesday,2020-03-10,1511,2,180.0,177.0,0.9833333333333333,1.0,5.999999,5.983333333333333,F,9,Hispanic
2019-2020,3865,3,0,2014-01-24,,F,Hispanic,N,N,Y,,,0,0,172.0,158.0,0.9186046511627907,0.9555555555555556,0.9555555555555556,0.9186046511627907,F,2,Hispanic
2019-2020,3302,2,2,2012-02-03,,F,Hispanic,N,N,Y,,,0,0,180.0,174.0,0.9666666666666667,1.0,2.999999,2.966666666666667,F,18,Hispanic
2019-2020,2073,3,2,2012-02-03,,F,Hispanic,N,N,Y,,,0,0,180.0,179.0,0.9944444444444445,1.0,2.999999,2.9944444444444445,F,23,Hispanic
2019-2020,2075,0,6,2008-08-12,,F,Hispanic,N,N,Y,,,0,0,180.0,177.0,0.9833333333333333,1.0,6.999999,6.983333333333333,F,4,White
2019-2020,2076,3,5,2008-09-04,11.496471522344743,F,Hispanic,N,N,Y,Wednesday,2020-03-04,1471,2,180.0,179.0,0.9944444444444445,1.0,5.999999,5.9944444444444445,F,20,Hispanic
2019-2020,3303,6,1,2013-03-29,,M,Hispanic,N,N,Y,,,0,0,180.0,173.0,0.9611111111111111,1.0,1.9999989999999999,1.9611111111111112,F,5,White
2019-2020,3867,1,0,2013-12-08,,M,Filipino,N,N,Y,,,0,0,180.0,179.0,0.9944444444444445,1.0,0.999999,0.9944444444444445,F,26,Hispanic
2019-2020,2078,6,2,2012-08-30,,M,Hispanic,N,N,Y,,,0,0,180.0,170.0,0.9444444444444444,1.0,2.999999,2.9444444444444446,F,8,White
2019-2020,2081,4,4,2010-09-01,9.52244057030603,M,Filipino,N,N,Y,Tuesday,2020-03-10,1577,4,180.0,180.0,1.0,1.0,4.999999,4.999999,F,12,Hispanic
2019-2020,2083,0,3,2010-10-05,,F,Hispanic,N,N,Y,,,0,0,180.0,170.0,0.9444444444444444,1.0,3.999999,3.9444444444444446,F,18,White
2019-2020,3304,0,0,2013-10-12,,M,Hispanic,N,N,Y,,,0,0,180.0,178.0,0.9888888888888889,1.0,0.999999,0.9888888888888889,F,32,White
2019-2020,2086,2,5,2008-10-21,,M,Hispanic,N,N,Y,,,0,0,180.0,174.0,0.9666666666666667,1.0,5.999999,5.966666666666667,F,17,Filipino
2019-2020,2087,0,3,2010-03-16,,M,Multiple,N,N,Y,,,0,0,180.0,171.0,0.95,1.0,3.999999,3.95,F,18,White
2019-2020,2092,9,2,2012-04-27,7.827676132980144,M,Hispanic,N,N,Y,Monday,2020-02-24,1501,3,180.0,172.0,0.9555555555555556,1.0,2.999999,2.9555555555555557,F,24,White
2019-2020,2097,0,3,2010-10-27,,M,Hispanic,N,N,Y,,,0,0,180.0,180.0,1.0,1.0,3.999999,3.999999,F,18,White
2019-2020,2098,3,1,2012-09-21,,M,Hispanic,N,N,Y,,,0,0,180.0,177.0,0.9833333333333333,1.0,1.9999989999999999,1.9833333333333334,F,6,Asian
2019-2020,3305,2,0,2013-10-28,6.278020767024648,F,Hispanic,N,N,Y,Friday,2020-02-07,1542,4,180.0,179.0,0.9944444444444445,1.0,0.999999,0.9944444444444445,F,22,Hispanic
2019-2020,3306,4,1,2013-03-15,,F,Hispanic,N,N,Y,,,0,0,180.0,171.0,0.95,1.0,1.9999989999999999,1.95,F,18,Hispanic
2019-2020,3868,4,0,2014-07-13,,F,Hispanic,N,N,N,,,0,0,180.0,166.0,0.9222222222222223,1.0,0.999999,0.9222222222222223,F,18,Hispanic
2019-2020,2099,2,5,2009-01-23,11.129591983408284,M,Hispanic,Y,N,Y,Wednesday,2020-03-11,1440,1,180.0,173.0,0.9611111111111111,1.0,5.999999,5.961111111111111,F,27,Hispanic
2019-2020,3307,5,1,2013-02-06,,F,Hispanic,N,N,Y,,,0,0,180.0,175.0,0.9722222222222222,1.0,1.9999989999999999,1.9722222222222223,F,19,Hispanic
2019-2020,3308,4,1,2013-04-26,,F,Hispanic,N,N,Y,,,0,0,180.0,173.0,0.9611111111111111,1.0,1.9999989999999999,1.9611111111111112,F,12,Hispanic
2019-2020,2101,5,2,2012-03-14,7.912551250196787,M,Hispanic,N,N,Y,Tuesday,2020-02-11,1428,2,180.0,174.0,0.9666666666666667,1.0,2.999999,2.966666666666667,F,14,Hispanic
2019-2020,2102,6,4,2010-09-04,9.516964756292053,F,Hispanic,N,N,Y,Wednesday,2020-03-11,1420,1,180.0,180.0,1.0,1.0,4.999999,4.999999,F,23,Hispanic
2019-2020,2104,4,6,2008-01-07,12.175472460077893,M,Hispanic,Y,N,N,Wednesday,2020-03-11,1501,2,180.0,169.0,0.9388888888888889,1.0,6.999999,6.938888888888889,F,22,Hispanic
2019-2020,3309,3,1,2013-07-02,,F,Asian,N,N,Y,,,0,0,180.0,180.0,1.0,1.0,1.9999989999999999,1.9999989999999999,F,10,White
2019-2020,2108,5,4,2010-06-06,9.76063847991403,M,Hispanic,N,N,Y,Tuesday,2020-03-10,1478,2,180.0,174.0,0.9666666666666667,1.0,4.999999,4.966666666666667,F,24,White
2019-2020,3310,9,4,2010-06-06,9.746948944879087,F,Filipino,N,N,N,Thursday,2020-03-05,1555,4,180.0,179.0,0.9944444444444445,1.0,4.999999,4.9944444444444445,F,8,Filipino
2019-2020,3311,4,3,2011-03-26,8.961169633873386,M,Filipino,N,N,Y,Wednesday,2020-03-11,1425,1,180.0,177.0,0.9833333333333333,1.0,3.999999,3.9833333333333334,F,24,Hispanic
2019-2020,3312,3,1,2013-04-02,,F,Hispanic,N,N,Y,,,0,0,180.0,171.0,0.95,1.0,1.9999989999999999,1.95,F,21,Hispanic
2019-2020,2113,8,3,2010-11-03,,F,Hispanic,N,N,Y,,,0,0,180.0,170.0,0.9444444444444444,1.0,3.999999,3.9444444444444446,F,14,Hispanic
2019-2020,2115,7,1,2012-10-21,,F,Filipino,N,N,Y,,,0,0,180.0,175.0,0.9722222222222222,1.0,1.9999989999999999,1.9722222222222223,F,9,Hispanic
2019-2020,2117,3,2,2012-02-04,8.315023580224098,F,Hispanic,Y,N,Y,Friday,2020-05-29,1276,1,180.0,172.0,0.9555555555555556,1.0,2.999999,2.9555555555555557,F,14,White
2019-2020,3313,3,1,2013-06-05,,M,Hispanic,Y,N,Y,,,0,0,180.0,178.0,0.9888888888888889,1.0,1.9999989999999999,1.988888888888889,F,14,White
